date,day,month,latitude,longitude,elevation,canopy_height,instrument_height,biom_croplands,biom_dbf,biom_enf,biom_grasslands,winter,spring,summer,fall,NEE_VUT_USTAR50_DAY,RECO_DT_VUT_USTAR50,GPP_DT_VUT_USTAR50,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,CLr,EVI,EVI2,LSWI,MNDVI,MNDWI,NDII,NDVI,H_F_MDS,LE_F_MDS,LW_IN_F,PA_F,P_F,SW_IN_F,TA_F,VPD_F,WS_F,B1_trend,B1_season,B1_residual,B2_trend,B2_season,B2_residual,B3_trend,B3_season,B3_residual,B4_trend,B4_season,B4_residual,B5_trend,B5_season,B5_residual,B6_trend,B6_season,B6_residual,B7_trend,B7_season,B7_residual,B8_trend,B8_season,B8_residual,B8A_trend,B8A_season,B8A_residual,B9_trend,B9_season,B9_residual,B11_trend,B11_season,B11_residual,B12_trend,B12_season,B12_residual,CLr_trend,CLr_season,CLr_residual,EVI_trend,EVI_season,EVI_residual,EVI2_trend,EVI2_season,EVI2_residual,LSWI_trend,LSWI_season,LSWI_residual,MNDVI_trend,MNDVI_season,MNDVI_residual,MNDWI_trend,MNDWI_season,MNDWI_residual,NDII_trend,NDII_season,NDII_residual,NDVI_trend,NDVI_season,NDVI_residual,H_F_MDS_trend,H_F_MDS_season,H_F_MDS_residual,LE_F_MDS_trend,LE_F_MDS_season,LE_F_MDS_residual,LW_IN_F_trend,LW_IN_F_season,LW_IN_F_residual,PA_F_trend,PA_F_season,PA_F_residual,P_F_trend,P_F_season,P_F_residual,SW_IN_F_trend,SW_IN_F_season,SW_IN_F_residual,TA_F_trend,TA_F_season,TA_F_residual,VPD_F_trend,VPD_F_season,VPD_F_residual,WS_F_trend,WS_F_season,WS_F_residual
2019-01-01,1,1,52.08656,11.22235,193,33.0,45.0,0,1,0,0,1,0,0,0,-11.1477,7.9868,1.24905,0.019408545,0.026099727,0.032440413,0.04363427,0.06871849,0.09332408,0.1120704,0.13836059,0.1460981,0.1634387,0.13103803,0.086245425,0.6321047,0.19636291,0.1898911,0.028461965,0.2396556,-0.5971261,0.23321709,0.52059954,20.7239,43.0187,321.9,99.37,1.392,9.432,6.272,1.883,5.756,0.01090421795889636,0.006013521290511725,0.0024908057505919137,0.022496176713001192,0.0007152539231772227,0.002888296363821586,0.026206448799659013,0.00188148196331136,0.00435248223702963,0.04495985256008667,0.0023432151042125965,-0.00366879766429927,0.0604091532240702,0.003219823432658652,0.005089513343271138,0.07136754934101777,0.003884378286273614,0.018072152372708622,0.08816715903436201,-0.00030172341093919505,0.02420496437657718,0.11352396600530845,0.0013204665383086287,0.023516157456382913,0.12113249002619568,0.00035437283762931523,0.02461123713617501,0.13939540351402818,-0.0019589355474653285,0.026002232033437128,0.13823740139079574,0.006859330454530804,-0.014058701845326538,0.09717420361594398,0.0037236920552988803,-0.014652470671242854,0.6090033326830926,-0.04545873671570656,0.06856010403261392,0.13934674107012496,-0.009091348206432683,0.06610751713630772,0.1395631317836284,-0.006597083799029393,0.05692505201540102,-0.0769180508786271,0.005554322315878577,0.09982569356274852,0.21031838232066247,-0.006904998125807798,0.036242215805145334,-0.6663022056575514,0.010296611990537694,0.05887949366701373,0.10645053815333207,0.008508969827703992,0.11825758201896393,0.460172212266107,-0.0034976916288050443,0.06392501936269807,44.76437385421355,-24.94199678991143,0.9015229356978764,61.268384712692495,6.296108885443086,-24.545793598135575,292.88523668823746,1.2906980725538761,27.72406523920864,98.61525619228385,0.5709374046897098,0.1838064030264377,2.0802922530679253,-1.1096393169940508,0.4213470639261252,-4.8990347740541065,46.28501879622938,-31.95398402217527,1.3149794147985323,2.3971385053971024,2.5598820798043658,1.3340537643279173,3.3253600373439403,-2.7764138016718576,3.9570393444194663,0.6693356824630344,1.1296249731174992
2019-01-02,2,1,52.08656,11.22235,193,33.0,45.0,0,1,0,0,1,0,0,0,-12.1494,7.40442,4.63138,0.019111509,0.025981005,0.03236201,0.043595254,0.06866754,0.09327148,0.11198045,0.1381622,0.14590918,0.16327463,0.13150816,0.08663903,0.6320513,0.19595999,0.18961482,0.025972342,0.23963757,-0.5990312,0.23039511,0.5204245,51.6237,59.8645,260.606,99.843,0.26,43.386,2.425,2.579,5.336,0.011080613679869395,0.005870271477249191,0.0021606238428814126,0.022581335638810672,0.0007626626340249858,0.0026370067271643434,0.026438622176801593,0.001810195728894077,0.004113192094304326,0.04505139547905366,0.0022410329524760156,-0.0036971744315296776,0.060724706647977356,0.0032054159945173453,0.004737417357505297,0.07207374106999132,0.0035740386548016086,0.017623700275207085,0.08889027432818312,-0.000829242126158757,0.02391941779797563,0.11419665795828386,0.001016891538815347,0.022948650502900805,0.12178287344931893,-6.979923448261123e-05,0.02419610578516368,0.1398367381474146,-0.002245494980554404,0.02568338683313981,0.13889570115268376,0.0063672448379832975,-0.01375478599066704,0.09751111974074601,0.003370506067899027,-0.014242595808645037,0.6093812920470643,-0.057277003448035414,0.07994701140097116,0.14050281888895697,-0.009724230204058994,0.06518140131510203,0.14058946186775645,-0.006991095666004341,0.05601645379824788,-0.07681909747851387,0.005155077693434489,0.09763636178507938,0.2108124108270479,-0.0077072094321743185,0.0365323686051264,-0.6656627807853135,0.00982626427773464,0.05680531650757892,0.10691639603261163,0.007860807006251566,0.1156179069611368,0.4609522414955749,-0.0035709839070733923,0.0630432424114985,44.75655470536247,3.4217965967219333,3.4453486979155983,61.218489050879754,6.76648741340945,-8.120476464289204,292.9236649248498,-22.600513249928206,-9.717151674921581,98.61917295948602,0.4426274083699616,0.7811996321440233,2.062231207726532,-1.5004854777717191,-0.30174572995481297,-3.1913550339073407,23.631443603453736,22.945911430453606,1.383136100467622,-0.5714857234745082,1.6133496230068862,1.3588969557385904,0.4286648539143992,0.7914381903470107,3.9447575888617767,0.682193167777973,0.7090492433602509
2019-01-03,3,1,52.08656,11.22235,193,33.0,45.0,0,1,0,0,1,0,0,0,-14.3458,6.9164,4.23403,0.018814474,0.025862286,0.032283608,0.04355624,0.068616584,0.09321887,0.1118905,0.13796379,0.14572024,0.16311058,0.13197827,0.087032646,0.6319979,0.19555706,0.18933852,0.02348272,0.23961952,-0.60093623,0.22757313,0.5202495,60.5036,72.2014,245.404,100.627,0.002,40.679,-0.567,1.526,3.147,0.011257310200221088,0.005681580963335177,0.001875582836443736,0.02266702313570033,0.0007804014927314509,0.0024148613715682214,0.026671240639518135,0.001717784947645148,0.0038945824128367133,0.04514229507249156,0.0021236482252208985,-0.0037097032977124536,0.061040560343207775,0.0031887662066491375,0.004387257450143081,0.07278355044864353,0.003151679167959736,0.017283640383396734,0.08961916237315593,-0.0015014598750932974,0.02377279750193738,0.11487419064711013,0.0005999633915561647,0.022489635961333715,0.1224390615049606,-0.0006394716472713879,0.023920650142310776,0.1402843370786019,-0.002677491246384694,0.025503734167782788,0.13955181887444099,0.005846386807149658,-0.013419935681590639,0.09784580115404609,0.00300460615222662,-0.013817761306272713,0.6098018824230257,-0.0691994124338044,0.09139543001077877,0.14167240727508854,-0.010551723602934835,0.0644363763278463,0.14162694183476512,-0.007508970589000836,0.05522054875423571,-0.07670250285696341,0.0046769198564150715,0.09550830300054833,0.21131447121802263,-0.008543789946004287,0.03684883872798167,-0.6650148619442662,0.009192843412636395,0.05488578853162984,0.1074018744148304,0.007185540444212298,0.11298571514095732,0.46174263591384546,-0.0035490684015605754,0.062055932487715126,44.74884939433228,16.173360401471914,-0.4186097958042012,61.16856621863423,11.661171497091232,-0.6283377157254577,292.9635387021835,-24.21954851645394,-23.33999018572956,98.62308687745256,0.5556210310676278,1.4482920914798,2.044247973607569,-1.3190632204940487,-0.7231847531135205,-1.4817519874789638,15.09662910457109,27.064122882907878,1.4514482115601754,-1.6681655961896475,-0.35028261537052785,1.3837926576547959,-0.8565260719002947,0.9987334142454991,3.932509806710144,-0.10043958626227559,-0.6850702204478685
2019-01-04,4,1,52.08656,11.22235,193,33.0,45.0,0,1,0,0,1,0,0,0,-11.1477,7.27432,0.964392,0.01851744,0.025743566,0.032205205,0.043517224,0.06856563,0.09316626,0.11180055,0.13776538,0.1455313,0.16294652,0.1324484,0.08742625,0.6319445,0.19515413,0.18906222,0.020993099,0.2396015,-0.6028413,0.22475116,0.5200745,20.7239,43.0187,311.112,100.237,0.902,6.736,1.629,1.018,4.06,0.011434306977292101,0.005448242165725555,0.0016348908569823444,0.022753245264976515,0.0007598447844158612,0.002230475950607623,0.026904304791566844,0.0015996076436116924,0.0037012925648214658,0.04523253461194878,0.0019775929356387833,-0.003692903547587563,0.06135670832553196,0.0031534296618341284,0.0040554920126339156,0.07349704492543174,0.002605866146545087,0.017063348928023164,0.09035393868376299,-0.002330195298545259,0.023776806614782278,0.11555665769507344,4.253819460258053e-05,0.022166184110323964,0.12310117199645701,-0.0013701142601361327,0.023800242263679133,0.14073832658008556,-0.0032704645600233184,0.025478657979937758,0.1402057101257425,0.005261805992874035,-0.013019116118616558,0.09817820367516235,0.0026027991644148466,-0.013354752839577197,0.6102663686645722,-0.0806491425308365,0.10232727386626439,0.14285576701665365,-0.011578326832861387,0.06387668981620775,0.14267578885693982,-0.008158572004576318,0.054545003147636495,-0.07656793179395782,0.004194470358904768,0.09336656043505305,0.211824746638919,-0.009338228715595573,0.037114982076676545,-0.6643583377162096,0.008437402327110587,0.05307963538909899,0.10790733522861162,0.006579266754621919,0.11026455801676646,0.46254359894994185,-0.0033619388098946315,0.06089283985995281,44.741257278592606,-22.17235865068157,-1.844998627911032,61.11863486002676,-14.007382118059581,-4.092552741967175,293.00487342974003,6.991273839717055,11.11585273054294,98.62699715865534,0.3296157359150868,1.2803871054295684,2.0263445715935977,-0.780594635444557,-0.3437499361490408,0.22982307887370299,-27.165306826504747,33.671483747631044,1.519916141052688,-1.0705990932733154,1.1796829522206274,1.408742814646443,-0.9283191401383031,0.5375763254918602,3.920295725664225,0.03310081677128441,0.10660345756449008
2019-01-05,5,1,52.08656,11.22235,193,33.0,45.0,0,1,0,0,1,0,0,0,-12.1494,7.98385,0.55323,0.018220404,0.025624845,0.032126803,0.04347821,0.068514675,0.09311366,0.11171061,0.13756697,0.14534236,0.16278248,0.13291852,0.08781986,0.6318911,0.1947512,0.18878593,0.018503476,0.23958345,-0.6047464,0.22192918,0.5198994,51.6237,59.8645,345.032,99.419,2.47,3.76,6.236,0.889,4.448,0.011611602522754588,0.005174794693214524,0.001434006784030887,0.022840007143644304,0.0006961782678555244,0.002088659588500172,0.02713781357341714,0.0014536719174328325,0.003535317509150031,0.045322098157562704,0.0017932303492709954,-0.0036371185068336948,0.061673142532194324,0.0030851660615708195,0.0037563664062348553,0.07421428699880649,0.0019187356345389762,0.016980637366654533,0.09109471258589533,-0.0033361311099497984,0.02395202852405448,0.11624414650275361,-0.0006924500828563301,0.022015273580102745,0.12376931660363226,-0.002287106372160937,0.02386014976852867,0.1411988263502912,-0.004050325295440913,0.02563397894514971,0.14085733420855792,0.004579029903659305,-0.012517844112217208,0.09850828703842096,0.002145072921255326,-0.012833499959676281,0.6107760220817332,-0.09129598926034779,0.1124110671786146,0.14405314095525565,-0.012828593076346272,0.06352665212109063,0.14373620480300123,-0.008972435260612041,0.054022160457610796,-0.07641507647171876,0.00377040657181139,0.09114814589990737,0.2123434117531712,-0.010034515547695765,0.03727455379452457,-0.6636931158731687,0.007622890052866123,0.05132382582030259,0.108433107083581,0.006117974354056092,0.10737809856236291,0.46335531643460814,-0.002964102903152908,0.05950818646854472,44.733777650177764,16.493605888174276,-9.603683538352037,61.06871504127528,6.463766980498874,-7.667982021774158,293.0476904049191,16.961338136838606,35.022971458242296,98.63090250427298,0.17698970642901304,0.6111077892980035,2.0085232994918294,-0.48268118943062616,0.944157889938797,1.9434096317641125,-8.931697286153184,10.748287654389072,1.5885401808615545,-0.26620934078754077,4.913669159925987,1.4337490721936017,-1.6992935568463567,1.154544484652755,3.908115184682126,0.11987072936860287,0.4200140859492718
2019-01-06,6,1,52.08656,11.22235,193,33.0,45.0,0,1,0,0,1,0,0,0,-14.3458,7.62692,1.73695,0.01792337,0.025506126,0.0320484,0.043439195,0.06846372,0.09306105,0.11162066,0.13736856,0.14515343,0.16261843,0.13338865,0.08821347,0.6318376,0.19434828,0.18850963,0.016013853,0.23956542,-0.6066515,0.2191072,0.5197244,60.5036,72.2014,328.741,99.96,0.929,12.968,3.856,0.81,1.865,0.011789194473136689,0.0049217804972108365,0.0012123950296524764,0.022927312988325236,0.0005705758138986356,0.0020082371977761283,0.027371764312564655,0.0012785585372239103,0.003398077150211433,0.045410970559266316,0.001554019832590728,-0.003525795391857045,0.061989852924807645,0.0029692183272839695,0.003504648747908387,0.07493533419516098,0.0010755144582453471,0.017050201346593685,0.09184158705168077,-0.004536145892153282,0.02431521884047251,0.11693673823062165,-0.0016726198288459476,0.022104441598224306,0.1244436007655924,-0.0034130759291110552,0.024122905163518657,0.14166594934457766,-0.005045776294882334,0.025998256950304693,0.1415066540548846,0.0037223132126821073,-0.011840317267566708,0.09883601477045563,0.0015583061949571498,-0.01218085096541277,0.6113321156040964,-0.10086607568578723,0.12137156008169081,0.1452647538178949,-0.014389470913771624,0.06347299709587675,0.14480837619193632,-0.01001521248598927,0.05371646629405297,-0.07624365613881096,0.003519867093301516,0.08873764204550944,0.21287063246543872,-0.01055043048572982,0.0372452180202911,-0.6630191229877569,0.00688730439195123,0.049480318595805706,0.10897948577304109,0.006049502516470811,0.10407821171048809,0.46417795679331697,-0.002286330716246057,0.05783277392292907,44.72641080588795,10.170758641737587,5.606430552374462,61.01882886528701,10.109819747435871,1.0727513872771226,293.0920075735518,7.5883573303386065,28.060635096109536,98.6348011453981,0.41332867199563195,0.9118701826062647,1.9907865831716622,-1.0391288260137557,-0.022657757157906522,3.659037343694203,15.697850110508815,-6.388887454203019,1.6573200313398793,0.5103529107953011,1.6883270578648195,1.4588128394278552,-0.6813105929037588,0.03249775347590367,3.8959680046266185,-1.0808602779018102,-0.9501077267248084
2019-01-07,7,1,52.08656,11.22235,193,33.0,45.0,0,1,0,0,1,0,0,0,-11.1477,7.7897,1.47758,0.017626336,0.025387406,0.031969998,0.043400183,0.068412766,0.09300844,0.11153071,0.13717017,0.1449645,0.16245437,0.13385879,0.08860708,0.6317842,0.19394533,0.18823333,0.013524231,0.23954739,-0.60855657,0.21628521,0.5195494,20.7239,43.0187,335.805,99.873,2.549,10.942,4.921,1.033,3.658,0.011967079647689909,0.00465915486624988,0.001000101486060211,0.023015166141205617,0.000415402712000197,0.0019568371467941874,0.0276061527625107,0.0010938406937962678,0.0032700045436930315,0.045499137444024854,0.0012789281522198796,-0.003377882596244733,0.06230682757851831,0.0028342730010274884,0.003271665420454206,0.07566023899176898,0.0002220546405894239,0.017126146367641593,0.0925946584659538,-0.005736616338826316,0.02467266787287252,0.11763450770993888,-0.0026536762897371897,0.022189338579798323,0.12512412349112498,-0.004548546134186458,0.024388922643061473,0.14213980153341602,-0.0060437564250803676,0.026358324891664342,0.14215363608924061,0.0027954990779895414,-0.011090345167230148,0.09916135404731226,0.0009085496378361642,-0.011462823685148421,0.6119359192533913,-0.10899723963116084,0.12884552037776953,0.14649081195184685,-0.015857756940120774,0.06331227498827394,0.14589247407466546,-0.010964485462442228,0.05330534138777676,-0.07605341677044379,0.0034473896425163933,0.08613025812792739,0.21340656567793598,-0.010849490352529894,0.036990314674593905,-0.6623363040740777,0.006156289570738825,0.047623444503338996,0.10954673481566855,0.006291691952162161,0.10044678323216928,0.4650116713061832,-0.0013445337870100727,0.055882262480826894,44.71915911973537,-22.049970294579364,-1.9452888251560054,60.96900104370978,-16.919719897517318,-1.0305811461924606,293.1378318617007,17.5448584478382,25.122309690461122,98.63869100043195,0.2300379706775424,1.0042710288905141,1.9731366923826374,2.155188559232464,-1.5793252516151017,5.376732312482258,-1.4172498580464994,6.982517545564241,1.726253977349151,1.1412934550482527,2.053452567602597,1.4839352326930013,-0.7449575187643545,0.29402228607135306,3.8838539438127007,-0.5864523845107735,0.3605984406980727
2019-01-08,8,1,52.08656,11.22235,193,33.0,45.0,0,1,0,0,1,0,0,0,-11.6755,7.80232,2.5089,0.017329302,0.025268685,0.031891596,0.04336117,0.06836181,0.09295584,0.11144076,0.13697176,0.14477557,0.16229032,0.1343289,0.08900069,0.6317308,0.1935424,0.18795703,0.011034609,0.23952934,-0.61046165,0.21346323,0.5193744,51.6237,59.8645,318.81,97.821,5.497,20.344,5.013,1.542,6.476,0.012145254107241852,0.004337173178395852,0.0008468747143622977,0.02310356907558629,0.0002791607476007422,0.0018859551768129652,0.027840973131508746,0.0009358239514645913,0.003114798917026665,0.04558658518588913,0.000989564270995738,-0.00321497945688487,0.06262405275520781,0.002692861615687242,0.0030448956291049406,0.07638904869032431,-0.0005805853420804976,0.017147376651756183,0.09335401633248176,-0.006874906003653308,0.02496164967117155,0.11833752327988852,-0.003503364651537677,0.02213760137164915,0.1258109771036048,-0.005629125423997586,0.024593718320392782,0.14262048159396315,-0.00696767522490342,0.026637513630940246,0.1427982500420297,0.0019052330625272762,-0.010374583104556967,0.09948427551636822,0.00028869358627862864,-0.010772279102646859,0.6125886960236763,-0.11560102505197796,0.13474312902830177,0.14773150296730017,-0.016973738314749263,0.0627846353474491,0.14698865384780552,-0.011673603915611893,0.052641980067806377,-0.07584413069066889,0.0034951128578870057,0.08338362683278189,0.21395135910522473,-0.01090251827552716,0.03648049917030244,-0.6616446222238195,0.005473762252644811,0.04570920997117467,0.11013508609816636,0.006654580390491143,0.09667356351134251,0.4658565944532348,-0.00017171558181510718,0.053689521128580275,44.712024268451515,0.551979431889616,6.3596962996588715,60.919257120947506,0.6894205508919097,-1.7441776718394166,293.185159512107,3.162336724079992,22.462503763813004,98.64256963796988,-0.4257764844196818,-0.3957931535502013,1.9555759877749617,1.2706483191476006,2.2707756930774377,7.096521796324949,8.199760083261326,5.047718120413726,1.7953394158521505,-0.17166786190415506,3.389328446052005,1.5091172933818264,-0.8903794853535002,0.9232621919716737,3.8717729328089234,0.8975841768138577,1.7066428903772186
2019-01-09,9,1,52.08656,11.22235,193,33.0,45.0,0,1,0,0,1,0,0,0,-14.1421,7.20932,1.5587,0.017032266,0.025149966,0.031813197,0.043322153,0.06831086,0.092903234,0.11135081,0.13677335,0.14458662,0.16212626,0.13479903,0.089394294,0.6316774,0.19313948,0.18768074,0.008544986,0.23951131,-0.61236674,0.21064125,0.5191994,60.5036,72.2014,313.959,98.191,5.907,11.46,1.198,1.017,5.565,0.012323713207668384,0.003950465135570665,0.0007580876567609505,0.023192523391080314,0.0001551957637792247,0.0018022468451404615,0.02807621810819919,0.0007949300195391514,0.0029420488722616614,0.04567330086402214,0.0006793168081405018,-0.0030304646721626416,0.06294151296801077,0.002537813119928394,0.002831533912060827,0.07712180528021216,-0.0013239286296360142,0.017105357349423853,0.09411974297078946,-0.00792904391729178,0.02516011094650232,0.1190458466153434,-0.004211065469382613,0.021938568854039192,0.12650424697256438,-0.006635845868513304,0.024718218895948912,0.14310808059081423,-0.007799649383184893,0.026817828792370657,0.14344046874118113,0.0010401030280857817,-0.009681541769266916,0.09980475310039999,-0.0003092124368805153,-0.01010124666351947,0.6132916982658657,-0.12021683168469532,0.13860253341882955,0.1489869953978121,-0.017702841301558647,0.06185532590374654,0.14809705508420526,-0.012111400954392391,0.051695085870187146,-0.07561559615055867,0.0037070589085395618,0.08045352324201911,0.2145051511620292,-0.010676811993436062,0.03568297083140684,-0.660944058243021,0.00481455085784177,0.04376276738517926,0.11074474060331337,0.007171039964414626,0.09272546943227201,0.466712844342864,0.0012578629587795382,0.051228692698356504,44.70500762149947,7.891345449925518,7.907246928575013,60.86962349107818,-1.7725666292520237,13.104343138173853,293.2339773120627,-4.9807820995665155,25.705804787503837,98.64643431937687,0.028445111911983168,-0.48387943128884103,1.938107124563799,0.904363044617121,3.0645298308190805,8.818432110168956,-39.06763216879662,41.709200058627665,1.8645728811036153,-4.45290790521116,3.786335024107544,1.5343599548313775,-2.653168400867863,2.135808446036485,3.859724762374673,0.761635098628727,0.9436401389965998
2019-01-10,10,1,52.08656,11.22235,193,33.0,45.0,0,1,0,0,1,0,0,0,-10.7326,7.05636,2.34511,0.016735232,0.025031246,0.031734794,0.04328314,0.0682599,0.092850626,0.11126086,0.13657494,0.14439769,0.16196221,0.13526915,0.08978791,0.631624,0.19273655,0.18740444,0.006055364,0.23949327,-0.61427176,0.20781927,0.5190244,20.7239,43.0187,302.653,99.482,0.434,18.151,0.261,1.457,2.93,0.01250245163426819,0.0034953894464661,0.0007373909192657097,0.023282029811856415,3.905108579321437e-05,0.0017101651023503708,0.028311878893567562,0.0006634581389656772,0.0027594569674667564,0.045759272214796975,0.0003442684657957496,-0.0028204006805927287,0.06325919104178993,0.0023640686955441826,0.0026366402626658847,0.07785854531571751,-0.001996999521797212,0.016989080206079712,0.09489191323180322,-0.008875124009744571,0.025244070777941344,0.11975953259253236,-0.0047631677398433945,0.02157857514731104,0.1272040112608602,-0.007546901478718171,0.024740580217857966,0.14360268167845502,-0.008518343735473239,0.02687787205701822,0.1440802679131406,0.00019283003161688875,-0.009003947944757479,0.10012276380943035,-0.0008877590721898664,-0.00944709473724048,0.6140461646326646,-0.12253438480177245,0.14011222016910785,0.15025743846709058,-0.018010526205219767,0.06048963773812918,0.14921780143680033,-0.012249106914552166,0.05043574547775184,-0.07536763687231739,0.004115552179341335,0.07730744869297605,0.21506807093388836,-0.010151483697904242,0.034576682764015904,-0.6602346102835989,0.004158081067149106,0.04180476921644982,0.11137586917577988,0.007857136673598194,0.08858626415062193,0.4675805232155719,0.0029562041068299195,0.04848767267759818,44.69810862369675,-15.401279098430912,-8.572929525265835,60.82012682539109,-22.19780085315381,4.396374027762725,293.2842631493639,-14.276063475530304,23.644800326166433,98.65028233188006,0.7305271581569759,0.10119050996296153,1.9207321820574608,-1.3730053522128343,-0.11372682984462656,10.542486079262428,-25.551277684385195,33.15979160512276,1.9339496764398483,-5.474291309387121,3.801341632947273,1.55966380412703,-2.3881849915122757,2.2855211873852452,3.8477087276079898,-0.718783742315741,-0.19892498529224856
